name,kind,domain,omics_type,contributing_projects,n_projects,n_implementations,licenses,integration_mode,redistributable,signature,external_deps,source_paths,description,native_connectors,availability
get_drug_synonyms_by_chemblId,tool,OpenTargets,general,OrigeneMCP,1,1,NONE,adapter-only,False,"get_drug_synonyms_by_chemblId(chemblId, required)",OpenTargets,OrigeneMCP/tools/tooluniverse/data/opentarget_tools.json,"Retrieve the synonyms associated with a specific drug ChEMBL ID. Args: chemblId: The ChEMBL ID of the drug. Query example: { ""chemblId"": ""CHEMBL135"" } Returns: Dictionary containing the drug's synonyms.",mcp-chembl;mcp-clinical-genomics,already-available
get_drug_trade_names_by_chemblId,tool,OpenTargets,general,OrigeneMCP,1,1,NONE,adapter-only,False,"get_drug_trade_names_by_chemblId(chemblId, required)",OpenTargets,OrigeneMCP/tools/tooluniverse/data/opentarget_tools.json,"Retrieve the trade names associated with a specific drug ChEMBL ID. Args: chemblId: The ChEMBL ID of the drug. Query example: { ""chemblId"": ""CHEMBL135"" } Returns: Dictionary containing the drug's trade names.",mcp-chembl;mcp-clinical-genomics,already-available
get_drug_warning_id,tool,ChEMBL,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_drug_warning_id(warning_id),ChEMBL,OrigeneMCP/tools/chembl/server.py,"Retrieve single drug_warning object details by ID Args: warning_id: Integer representing the internal ID of the safety warning in ChEMBL's database (e.g., 789). This ID references a specific safety annotation for drugs. Query example: {""warning_id"": 145} Returns: Returns a JSON object with comprehensive warning details.",mcp-chembl,already-available
get_drug_warning_ids,tool,ChEMBL,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_drug_warning_ids(warning_ids),ChEMBL,OrigeneMCP/tools/chembl/server.py,"Retrieve multiple drug_warning objects by IDs. Args: warning_ids: Array of integer values representing internal IDs of safety warnings in ChEMBL (e.g., [789, 910]). Each ID references a specific safety annotation for drugs. Query example: {""warning_ids"": [145, 910]} Returns: Returns a JSON object with an array of warning metadata for each valid ID.",mcp-chembl,already-available
get_drug_warnings_by_chemblId,tool,OpenTargets,general,OrigeneMCP,1,1,NONE,adapter-only,False,"get_drug_warnings_by_chemblId(chemblId, required)",OpenTargets,OrigeneMCP/tools/tooluniverse/data/opentarget_tools.json,"Retrieve warnings for a specific drug using ChEMBL ID. Args: chemblId: The ChEMBL ID of the drug. Query example: { ""chemblId"": ""CHEMBL2"" } Returns: Dictionary containing drug warnings for the specified ChEMBL ID. Note: The example output provided does not show any warnings, only the drug ID and name. A more complete example would be needed to fully describe the warnings structure.",mcp-chembl;mcp-clinical-genomics,already-available
get_drug_withdrawn_blackbox_status_by_chemblId,tool,OpenTargets,general,OrigeneMCP,1,1,NONE,adapter-only,False,"get_drug_withdrawn_blackbox_status_by_chemblId(chemblId, required)",OpenTargets,OrigeneMCP/tools/tooluniverse/data/opentarget_tools.json,Find withdrawn and black-box warning statuses for a specific drug by chemblId.,mcp-chembl;mcp-clinical-genomics,already-available
get_effective_time_by_drug_name,tool,openFDA drug labeling,general,OrigeneMCP,1,1,NONE,adapter-only,False,"get_effective_time_by_drug_name(drug_name, limit, skip, required)",openFDA drug labeling,OrigeneMCP/tools/tooluniverse/data/fda_drug_labeling_tools.json,"Retrieve effective time of the labeling document based on the drug name. Args: drug_name: Drug_name (string) limit: Limit (integer) skip: Skip (integer) Query example: {""drug_name"": ""aspirin"", ""limit"": 2, ""skip"": 0} Returns: List of dictionaries containing information about each matching drug, including: Brand Name: The marketed or commercial name(s) of the drug Generic Name: The official generic ",mcp-drug-regulatory;mcp-protein-annotation,already-available
get_enrichment_for_gene_set,tool,apis,general,GeneAgent,1,1,NLM-Public-Domain,vendor,True,get_enrichment_for_gene_set(gene_set),,GeneAgent/apis/get_enrichment_for_gene_set.py,,,wrappable
get_enums,tool,ClinicalTrials.gov,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_enums(),ClinicalTrials.gov,OrigeneMCP/tools/clinicaltrials/server.py,Get enumeration types and values. Returns: Dictionary of enum types and values,mcp-clinical-trials,already-available
get_environmental_warning_by_drug_name,tool,openFDA drug labeling,general,OrigeneMCP,1,2,NONE,adapter-only,False,"get_drug_name_by_environmental_warning(environmental_warning, limit, skip, required)",openFDA drug labeling,OrigeneMCP/tools/tooluniverse/data/fda_drug_labeling_tools.json,"Retrieve the drug name based on the specified environmental warnings. Args: environmental_warning: Environmental_warning (string) limit: Limit (integer) skip: Skip (integer) Query example: {""environmental_warning"": ""aquatic"", ""limit"": 2, ""skip"": 0} Returns: List of drug names",mcp-drug-regulatory;mcp-protein-annotation,already-available
get_feature_data,tool,tools,general,GenoMAS,1,1,MIT,vendor,True,"get_feature_data(clinical_df, row_id, feature, convert_fn)",,GenoMAS/tools/preprocess.py,Extract and convert a feature row from clinical data.,mcp-genes-ontologies,already-available
get_field_size_stats,tool,ClinicalTrials.gov,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_field_size_stats(fields),ClinicalTrials.gov,OrigeneMCP/tools/clinicaltrials/server.py,Get size statistics for list/array fields. Args: fields: List of field names to filter on Returns: Dictionary of field size statistics,mcp-clinical-trials,already-available
get_field_value_stats,tool,ClinicalTrials.gov,general,OrigeneMCP,1,1,NONE,adapter-only,False,"get_field_value_stats(fields, types)",ClinicalTrials.gov,OrigeneMCP/tools/clinicaltrials/server.py,"Get value statistics for fields. Args: fields: List of field names types: Filter by data types (ENUM, STRING, etc.) Returns: Dictionary of field value statistics",mcp-clinical-trials;mcp-protein-annotation,already-available
get_ga4gh_beacon,tool,Ensembl,general,OrigeneMCP,1,2,NONE,adapter-only,False,get_ga4gh_beacon_query(params),Ensembl,OrigeneMCP/tools/ensembl/server.py,Get Beacon information. Returns: Dictionary containing Beacon information. Args:None Query example:{},mcp-biomart;mcp-genomes,already-available
get_ga4gh_callsets,tool,Ensembl,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_ga4gh_callsets(id),Ensembl,OrigeneMCP/tools/ensembl/server.py,"Get the GA4GH record for a specific CallSet given its identifier Args: id: Callset identifier Returns: Dictionary containing callset information. Query example: {""id"": ""1:NA19777""}",mcp-biomart;mcp-genomes,already-available
get_ga4gh_datasets,tool,Ensembl,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_ga4gh_datasets(id),Ensembl,OrigeneMCP/tools/ensembl/server.py,"Get the GA4GH record for a specific dataset given its identifier Args: id: Dataset identifier Returns: Dictionary containing dataset information. Query example: {""id"": ""6e340c4d1e333c7a676b1710d2e3953c""}",mcp-biomart;mcp-genomes,already-available
get_ga4gh_features,tool,Ensembl,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_ga4gh_features(id),Ensembl,OrigeneMCP/tools/ensembl/server.py,Get GA4GH features by ID. Args: id: Feature identifier Returns: Dictionary containing feature information.,mcp-biomart;mcp-genomes,already-available
get_ga4gh_featuresets,tool,Ensembl,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_ga4gh_featuresets(id),Ensembl,OrigeneMCP/tools/ensembl/server.py,"Return the GA4GH record for a specific featureSet given its identifier Args: id: Feature set identifier Returns: Dictionary containing feature set information. Query example: {""id"": ""Ensembl.114.GRCh38""}",mcp-biomart;mcp-genomes,already-available
get_ga4gh_references,tool,Ensembl,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_ga4gh_references(id),Ensembl,OrigeneMCP/tools/ensembl/server.py,"Return data for a specific reference in GA4GH format by id Args: id: Reference identifier Returns: Dictionary containing reference information. Query example: {""id"": ""9489ae7581e14efcad134f02afafe26c""}",mcp-biomart;mcp-genomes,already-available
get_ga4gh_variantannotationsets,tool,Ensembl,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_ga4gh_variantannotationsets(id),Ensembl,OrigeneMCP/tools/ensembl/server.py,"Return meta data for a specific annotation set in GA4GH format by ID Args: id: Variant annotation set identifier Returns: Dictionary containing variant annotation set information. Query example: {""id"": ""Ensembl""}",mcp-biomart;mcp-genomes,already-available
get_ga4gh_variants,tool,Ensembl,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_ga4gh_variants(id),Ensembl,OrigeneMCP/tools/ensembl/server.py,"Get GA4GH variant by ID. Args: id: Variant identifier Returns: Dictionary containing variant information. Query example: {""id"": ""1:rs1333049""}",mcp-biomart;mcp-genomes,already-available
get_ga4gh_variantsets,tool,Ensembl,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_ga4gh_variantsets(id),Ensembl,OrigeneMCP/tools/ensembl/server.py,"Return the GA4GH record for a specific VariantSet given its identifier Args: id: Variant set identifier Returns: Dictionary containing variant set information. Query example: {""id"": ""1""}",mcp-biomart;mcp-genomes,already-available
get_gene_annotation,tool,tools,general,GenoMAS,1,1,MIT,vendor,True,"get_gene_annotation(file_path, prefixes)",,GenoMAS/tools/preprocess.py,Extract gene annotation data from a SOFT file.,mcp-genes-ontologies,already-available
get_gene_by_accession,tool,NCBI,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_gene_by_accession(accessions),NCBI,OrigeneMCP/tools/ncbi/server.py,"Get gene information by accession. Args: accessions: A single Accession or a list of Accessions Returns: json format response including gene information Query example: {""accessions"": [""NP_068575.1"", ""NP_851564.1""]}",mcp-pubmed,already-available
get_gene_by_accession_dataset_report,tool,NCBI,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_gene_by_accession_dataset_report(accessions),NCBI,OrigeneMCP/tools/ncbi/server.py,"Get dataset reports by accession IDs Args: accessions: A single Accession or a list of Accessions Query example: {""accessions"": [""NP_068575.1"", ""NP_851564.1""]}",mcp-pubmed,already-available
get_gene_by_accession_product_report,tool,NCBI,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_gene_by_accession_product_report(accessions),NCBI,OrigeneMCP/tools/ncbi/server.py,"Get gene product reports by accession IDs Args: accessions: A single Accession or a list of Accessions Query example: {""accessions"": [""NP_068575.1"", ""NP_851564.1""]}",mcp-pubmed,already-available
get_gene_by_ids,tool,NCBI,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_gene_by_ids(gene_ids),NCBI,OrigeneMCP/tools/ncbi/server.py,"Get gene information by gene IDs. Args: gene_ids: A single Gene ID or a list of Gene IDs Returns: json format response including gene information Query example: {""gene_ids"": [59067, 50615]}",mcp-pubmed,already-available
get_gene_by_symbol_dataset_report,tool,NCBI,general,OrigeneMCP,1,1,NONE,adapter-only,False,"get_gene_by_symbol_dataset_report(symbols, taxon)",NCBI,OrigeneMCP/tools/ncbi/server.py,"Get dataset reports by taxons Args: symbols: Gene symbol taxon: Taxon Query example: {""symbols"": ""TP53"", ""taxon"": ""human""}",mcp-genes-ontologies;mcp-pubmed,already-available
get_gene_by_symbol_product_report,tool,NCBI,general,OrigeneMCP,1,1,NONE,adapter-only,False,"get_gene_by_symbol_product_report(symbols, taxon)",NCBI,OrigeneMCP/tools/ncbi/server.py,"Get product reports by taxon Args: symbols: Gene symbol taxon: Taxon Query example: {""symbols"": ""TP53"", ""taxon"": ""human""}",mcp-genes-ontologies;mcp-pubmed,already-available
get_gene_by_taxon,tool,NCBI,general,OrigeneMCP,1,1,NONE,adapter-only,False,get_gene_by_taxon(taxon),NCBI,OrigeneMCP/tools/ncbi/server.py,"Get gene information by taxon Args: taxon: Taxon Query example: {""taxon"": ""9606""}",mcp-pubmed,already-available
